0.06,                   0,               0.686
0.184942,            0.379943,            0.399976
0.370501,            0.565502,            0.330976
0.0640272,            0.259027,            0.129626
0.112818,            0.307818,            0.399976
0.44375,            0.638751,            0.330976
0.635163,            0.830166,            0.320976
0.71717,            0.912173,            0.320976
0.184942,           -0.379943,            0.399976
0.370501,           -0.565502,            0.330976
0.0640272,           -0.259027,            0.129626
0.112818,           -0.307818,            0.399976
0.44375,           -0.638751,            0.330976
0.635163,           -0.830166,            0.320976
0.71717,           -0.912173,            0.320976
