0,               0.125,                   0
0,              -0.125,                   0
-0.015,               0.125,               -0.72
-0.015,               0.125,               -0.82
0.012,                0.22,                0.46
-0.09,               0.125,              -0.135
-0.015,               0.125,             -0.3625
-0.015,               0.195,              -0.415
-0.015,              -0.125,               -0.72
-0.015,              -0.125,               -0.82
0.012,               -0.22,                0.46
-0.09,              -0.125,              -0.135
-0.015,              -0.125,             -0.3625
-0.015,              -0.195,              -0.415
