0,                   0,              0.1265
0,                   0,              0.1265
0,                0.05,             -0.2879
0,                0.05,             -0.2879
0.105,               0.113,                 0.1
0.105,               0.113,                 0.1
0.23002,             0.12457,             0.09696
0.23778,            0.126668,           0.0850608
0.231807,            0.128936,           0.0722005
0.23002,             0.10143,             0.09696
0.23778,           0.0993319,           0.0850608
0.231807,           0.0970642,           0.0722005
0.2187,               0.113,             0.08769
0,                0.05,              -0.085
0,                0.05,              -0.085
0,                0.05,              -0.085
0,                0.05,              -0.185
0,               0.098,                 0.1
0,               0.098,                 0.1
0.2099,               0.113,             0.07362
0.224244,               0.113,            0.072941
0.16095,               0.113,                 0.1
0,               -0.05,             -0.2879
0,               -0.05,             -0.2879
0.105,              -0.113,                 0.1
0.105,              -0.113,                 0.1
0.23002,            -0.10143,             0.09696
0.23778,          -0.0993319,           0.0850608
0.231807,          -0.0970642,           0.0722005
0.23002,            -0.12457,             0.09696
0.23778,           -0.126668,           0.0850608
0.231807,           -0.128936,           0.0722005
0.2187,              -0.113,             0.08787
0,               -0.05,              -0.085
0,               -0.05,              -0.085
0,               -0.05,              -0.085
0,               -0.05,              -0.185
0,              -0.098,                 0.1
0,              -0.098,                 0.1
0.2099,              -0.113,             0.07362
0.224244,              -0.113,            0.072941
0.16095,              -0.113,                 0.1
