0.000256716,           0.0644746,             1.26435
0.305782,            -0.01856,             1.26283
0.305782,            -0.01856,             1.26283
0.649499,           -0.111925,             1.20674
0.649728,           -0.112073,             1.26077
0.994171,           -0.206092,             1.25906
0.999988,           -0.207833,             1.25901
1.08724,           -0.263526,             1.27225
1.09608,           -0.267396,             1.27209
1.13679,            -0.28522,             1.27135
1.16471,           -0.297442,             1.27085
1.10211,           -0.196907,             1.26772
1.14615,           -0.201764,             1.26418
1.17635,           -0.205094,             1.26176
1.10098,           -0.242075,             1.27419
1.11023,           -0.244843,             1.27413
1.15281,            -0.25759,             1.27383
1.18201,           -0.266331,             1.27362
1.10934,           -0.221045,             1.27216
1.15316,           -0.228525,              1.2723
1.1832,           -0.233655,              1.2724
1.023,           -0.245896,             1.24999
1.02266,           -0.257791,             1.24904
1.01983,           -0.288559,             1.24908
1.0187,           -0.327786,             1.24593
-0.000347748,          -0.0873374,             1.33408
-4.43482e-05,          -0.0111381,             1.33421
-0.000247858,          -0.0622208,             1.51189
0.000256716,           0.0644746,             1.26435
-0.310064,          -0.0172708,             1.26062
-0.310064,          -0.0172708,             1.26062
-0.652578,           -0.108954,              1.2029
-0.653161,           -0.109193,             1.25664
-0.998181,           -0.200596,             1.25249
-1.00439,           -0.202495,             1.25256
-1.09137,           -0.257636,              1.2694
-1.10018,           -0.261563,             1.26948
-1.14079,           -0.279649,             1.26986
-1.16863,           -0.292051,             1.27012
-1.10661,           -0.191612,             1.26001
-1.15061,           -0.196988,             1.25665
-1.18078,           -0.200675,             1.25434
-1.10525,           -0.236187,             1.26973
-1.11448,           -0.239011,             1.26983
-1.15698,           -0.252014,             1.27026
-1.18612,           -0.260931,             1.27056
-1.11373,           -0.215386,             1.26615
-1.1575,           -0.223112,             1.26665
-1.18751,            -0.22841,             1.26698
-1.02713,           -0.241254,             1.24621
-1.02669,           -0.253018,             1.24819
-1.02365,           -0.282816,             1.25577
-1.0222,           -0.321613,             1.26231
0,                   0,                0.72
