0,             -0.0435,           -0.001542
0,          -0.0449294,           0.0147956
0,           0.0496358,           0.0685901
0,           0.0529825,            0.106844
-0.0182,           -0.019333,           -0.045987
-0.0132,           -0.056728,          -0.0763618
-0.0132,          -0.0743606,          -0.0779044
-0.0132,           -0.125565,          -0.0823842
0,          -0.0496358,           0.0685901
0,          -0.0529825,            0.106844
0,                   0,              0.0007
0,                   0,              0.0171
0,                   0,              0.0711
0,                   0,              0.1095
0,              0.0435,           -0.001542
0,           0.0449294,           0.0147956
