-5.43986e-08,          0.00010016,              0.2466
-5.43986e-08,          0.00010016,              0.2116
0.0275479,           0.0170005,            0.599619
0.0268324,            0.040363,            0.644836
0.0261186,         4.50972e-07,            0.573659
0.0218778,          0.00800045,            0.623968
0.0275479,          -0.0109995,            0.599619
0.0300245,           -0.034472,            0.644603
0.0218778,         -0.00139955,            0.623968
0,                   0,                0.05
-5.43986e-08,              0.0021,               0.091
0.0217208,         5.45607e-07,             0.49378
0.0217208,         0.000100546,             0.49378
