0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686,0.686
0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272,0.0640272
-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027,-0.259027
0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626,0.129626
0.11656,0.129923,0.0801556,0.0273995,0.127331,0.129002,0.0273653,0.122584,0.119908,0.122689,0.0937233,0.0133136,0.0554043,0.124925,0.124009,0.130422,0.102705,0.0271972,0.133021,0.117869,0.120287,0.130392,0.121121,0.129277,0.132795,0.0788498,0.0228237,0.120633,0.0293892,0.0944205,0.124469,0.0155574,0.0296631,0.119887,0.12549,0.0152207,0.132761,0.0451584,0.0919233,0.132952,0.101536,0.0868124,0.0693304,0.13043,0.0532995,0.108141,0.0634135,0.0659068,0.13199,0.12297
-0.303763,-0.238565,-0.326116,-0.317503,-0.28648,-0.28225,-0.317482,-0.295526,-0.299504,-0.222699,-0.32131,-0.305815,-0.327486,-0.226585,-0.293132,-0.240247,-0.316168,-0.317376,-0.259991,-0.215876,-0.298975,-0.240139,-0.220281,-0.23659,-0.264685,-0.326416,-0.314374,-0.298484,-0.318703,-0.320973,-0.292312,-0.308136,-0.318861,-0.218522,-0.290385,-0.307802,-0.265083,-0.325397,-0.322137,-0.262259,-0.316942,-0.324157,-0.327823,-0.240275,-0.327188,-0.312083,-0.328025,-0.328002,-0.247107,-0.294899
0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976,0.399976
0.158519,0.227332,0.0775497,-0.00707512,0.187204,0.177054,0.0434008,0.193603,0.171025,0.151918,0.132676,-0.0595342,0.0458758,0.21323,0.194949,0.202225,0.156179,-0.0270951,0.227652,0.181062,0.203418,0.217067,0.178466,0.224525,0.219916,0.0947783,-0.0349251,0.132849,-0.0200134,0.134997,0.171198,0.0104475,-0.0167843,0.187448,0.216172,-0.0198147,0.223375,0.0264244,0.120239,0.192228,0.153977,0.120376,0.0771323,0.187492,0.0463097,0.168678,0.0632358,0.0678124,0.225382,0.168413
