0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.112462, -0.308171, 0.399976, 0.182033, -0.378759, 0.375868, 0.345303, -0.553046, 0.247057, 0.289217, -0.507318, 0.172934, 0.148966, -0.380065, -0.0207535, 0.125845, -0.293864, -0.0948148, 0.0640272, 0.259027, 0.129626, 0.108209, 0.312027, 0.399976, 0.124125, 0.331121, 0.498901, 0.11116, 0.340412, 0.769771, 0.122318, 0.35609, 0.871558, 0.160356, 0.401357, 1.13591, 0.256355, 0.45342, 1.17495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.0431587, -0.324796, 0.399976, 0.0130917, -0.419554, 0.422799, -0.0196684, -0.688617, 0.435327, 0.0176959, -0.774866, 0.391783, 0.120106, -0.994729, 0.271157, 0.187909, -1.02607, 0.182438, 0.0640272, 0.259027, 0.129626, 0.0572711, 0.327696, 0.399976, 0.0481461, 0.420441, 0.358515, 0.0572154, 0.686523, 0.306134, 0.0613464, 0.788311, 0.287346, 0.0704646, 1.05258, 0.228541, 0.0504748, 1.00646, 0.124026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.111517, -0.20897, 0.399976, 0.179812, -0.136983, 0.37636, 0.336644, 0.0843829, 0.371254, 0.312294, 0.142738, 0.453307, 0.258343, 0.297318, 0.669114, 0.373448, 0.311356, 0.671123, 0.0640272, 0.259027, 0.129626, 0.126774, 0.287731, 0.399976, 0.219528, 0.330162, 0.399438, 0.486293, 0.377664, 0.385115, 0.481445, 0.275608, 0.368028, 0.478495, 0.00885013, 0.321016, 0.526893, -0.0922469, 0.291231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.127316, -0.231541, 0.399976, 0.184869, -0.206547, 0.480394, 0.310221, -0.19806, 0.720893, 0.30135, -0.265543, 0.798984, 0.287615, -0.440011, 1.00575, 0.396748, -0.402613, 1.01765, 0.0640272, 0.259027, 0.129626, 0.112427, 0.308206, 0.399976, 0.155242, 0.351711, 0.318256, 0.300315, 0.405489, 0.0953503, 0.361102, 0.330212, 0.0583453, 0.513822, 0.126633, -0.034447, 0.483683, 0.0164737, -0.0142775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.132564, -0.267011, 0.399976, 0.231196, -0.2785, 0.376661, 0.46752, -0.345362, 0.261309, 0.530941, -0.388765, 0.191848, 0.702803, -0.494312, 0.0110117, 0.692811, -0.595724, -0.0443597, 0.0640272, 0.259027, 0.129626, 0.0206744, 0.312707, 0.399976, -0.0376484, 0.384923, 0.357699, -0.175653, 0.612022, 0.302872, -0.14941, 0.663091, 0.389094, -0.0902896, 0.796003, 0.617605, -0.0215463, 0.851288, 0.692893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.126551, -0.288212, 0.399976, 0.218492, -0.331127, 0.389527, 0.440221, -0.485669, 0.413576, 0.362221, -0.507135, 0.478275, 0.164939, -0.564655, 0.654769, 0.221633, -0.585708, 0.753727, 0.0640272, 0.259027, 0.129626, 0.131979, 0.247044, 0.399976, 0.231546, 0.229485, 0.386482, 0.486526, 0.138187, 0.403071, 0.573494, 0.0884003, 0.429312, 0.806105, -0.0352299, 0.49245, 0.878697, 0.0330497, 0.433133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.0729265, -0.327451, 0.399976, 0.0860376, -0.428258, 0.408343, 0.187995, -0.679235, 0.423863, 0.242448, -0.591972, 0.411577, 0.393026, -0.368688, 0.382439, 0.463774, -0.277343, 0.372389, 0.0640272, 0.259027, 0.129626, 0.019275, 0.311546, 0.399976, -0.031818, 0.371506, 0.46477, -0.21829, 0.523824, 0.589881, -0.309569, 0.533079, 0.541782, -0.549039, 0.566555, 0.419668, -0.651432, 0.597362, 0.374758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.0257384, -0.316429, 0.399976, -0.00582103, -0.363742, 0.315303, -0.141762, -0.443576, 0.0944596, -0.212639, -0.370268, 0.112713, -0.396683, -0.175248, 0.1511, -0.346371, -0.179977, 0.0467132, 0.0640272, 0.259027, 0.129626, 0.07242, 0.327515, 0.399976, 0.0845169, 0.426229, 0.422628, 0.0504859, 0.683008, 0.50345, -0.0466211, 0.657585, 0.52904, -0.303549, 0.600103, 0.592774, -0.370977, 0.690748, 0.56656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.132545, -0.267171, 0.399976, 0.207713, -0.276106, 0.468342, 0.354524, -0.3092, 0.694122, 0.251005, -0.312979, 0.694807, -0.0195001, -0.321302, 0.706476, -0.109852, -0.335884, 0.635243, 0.0640272, 0.259027, 0.129626, 0.0235251, 0.314889, 0.399976, -0.0238088, 0.380174, 0.462437, -0.177997, 0.576308, 0.569127, -0.229069, 0.621967, 0.491423, -0.362052, 0.750028, 0.293195, -0.3736, 0.654584, 0.228331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0.686, 0.0640272, -0.259027, 0.129626, 0.108054, -0.205899, 0.399976, 0.172463, -0.128176, 0.414624, 0.291779, 0.102546, 0.493089, 0.312878, 0.193996, 0.536936, 0.368782, 0.428517, 0.660439, 0.369974, 0.516551, 0.584949, 0.0640272, 0.259027, 0.129626, 0.122442, 0.295752, 0.399976, 0.208413, 0.349801, 0.390402, 0.393182, 0.547369, 0.369127, 0.318889, 0.619193, 0.376381, 0.118152, 0.799807, 0.397873, 0.0806384, 0.909345, 0.391223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
