0,            0.129222,             1.34308
1.28617e-25,            0.129222,             1.47008
-1.02439e-14,            0.178752,             1.47008
2.82958e-25,            0.129222,             1.62248
-0.350177,            0.395177,            0.641733
-0.350178,            0.375148,            0.215803
-0.350178,            0.325208,            0.215803
-0.350177,            0.350177,             1.19173
-0.300178,            0.375148,            0.194403
-0.230242,            0.375148,            0.191399
-0.400178,            0.350178,            0.194403
-0.470113,            0.350178,            0.191399
-0.300178,            0.325208,            0.194403
-0.230242,            0.325208,            0.191399
-0.350177,            0.350177,             1.19173
-0.350177,            0.350177,             1.19173
-0.350178,            0.350178,            0.293783
-0.350178,            0.350178,            0.341733
-0.350178,            0.350178,            0.341733
0.350177,            0.395177,            0.641733
0.350178,            0.325208,            0.215803
0.350178,            0.375148,            0.215803
0.350177,            0.350177,             1.19173
0.300178,            0.325208,            0.194403
0.230242,            0.325208,            0.191399
0.400178,            0.350178,            0.194403
0.470113,            0.350178,            0.191399
0.300178,            0.375148,            0.194403
0.230242,            0.375148,            0.191399
0.350177,            0.350177,             1.19173
0.350177,            0.350177,             1.19173
0.350178,            0.350178,            0.293783
0.350178,            0.350178,            0.341733
0.350178,            0.350178,            0.341733
-1.02439e-14,            0.178752,             1.68166
-1.02439e-14,            0.178752,             1.72537
