-0.123,        -1.33677e-12,               1.344
-0.123,            0.230373,             1.28227
-0.123,            0.250373,             1.14027
-0.103,            0.250373,             1.05227
-0.123,            0.250373,            0.964272
-0.123,            0.250373,            0.814272
-0.123,            0.250373,            0.814272
-0.123,        -1.33677e-12,               1.344
-0.123,           -0.230373,             1.28227
-0.123,           -0.250373,             1.14027
-0.103,           -0.250373,             1.05227
-0.123,           -0.250373,            0.964272
-0.123,           -0.250373,            0.814272
-0.123,           -0.250373,            0.814272
-0.3805,                0.15,              0.0625
-0.4185,                0.15,              0.0625
-0.3805,               -0.15,              0.0625
-0.4185,               -0.15,              0.0625
-0.1065,            0.247873,            0.667272
-0.1065,            0.244303,            0.626432
-0.1065,            0.238583,            0.599532
-0.1395,            0.247873,            0.667272
-0.1395,            0.244303,            0.626432
-0.1395,            0.238583,            0.599532
-0.103,            0.242373,            0.730782
-0.1065,           -0.247873,            0.667272
-0.1065,           -0.244303,            0.626432
-0.1065,           -0.238583,            0.599532
-0.1395,           -0.247873,            0.667272
-0.1395,           -0.244303,            0.626432
-0.1395,           -0.238583,            0.599532
-0.103,           -0.242373,            0.730782
-0.132,        -2.01739e-12,               1.483
-0.0875,        -2.01739e-12,               1.483
-0.108,                   0,              0.8725
-0.108,                   0,               1.071
0,               0.246,               0.125
0,              -0.246,               0.125
